Identifiant de l'accident;Date et heure;Commune;Année;Mois;Jour;Heure minute;Lumière;Localisation;Intersection;Conditions atmosphériques;Collision;Département;Code commune;Code Insee;Adresse;Latitude;Longitude;Code Postal;Numéro;Coordonnées;PR;Surface;V1;Circulation;Voie réservée;Env1;Voie;Largeur de la chaussée;V2;Largeur terre plein central;Nombre de voies;Catégorie route;PR1;Plan;Profil;Infrastructure;Situation;Année de naissance;Sexe;Action piéton;Gravité;Existence équipement de sécurité;Utilisation équipement de sécurité;Localisation du piéton;Identifiant véhicule;Place;Catégorie d'usager;Piéton seul ou non;Motif trajet;Point de choc;Manœuvre;Sens;Obstacle mobile heurté;Obstacle fixe heurté;Catégorie véhicule;Nombre d'occupants;Gps;date;year_georef;Nom Officiel Commune;Code Officiel Département;Nom Officiel Département;Code Officiel EPCI;Nom Officiel EPCI;Code Officiel Région;Nom Officiel Région;Nom Officiel Commune / Arrondissement Municipal;Code Officiel Commune
201700039910;2017-05-30T17:05:00+02:00;Colombes;2017;05;30;17:05;Plein jour;En agglomération;1;Normale;Autre collision;92;025;92025;113, CHARLES DE GAULLE (;;;92700;113;48.913688, 2.229047;;normale;;Bidirectionnelle;;99;0;0;;0;2;Route Départementale;;Partie rectiligne;Plat;;Sur chaussée;2004;Masculin;Traversant;Blessé;Autre;Non déterminable;Sur passage piéton - Sans signalisation lumineuse;A01;;Piéton;Seul;Domicile – école;;;PK ou PR ou numéro d’adresse postale croissant;Véhicule;;Scooter < 50 cm3;;;2017-10-01;2017;Colombes;92;Hauts-de-Seine;200054781;Métropole du Grand Paris;11;Île-de-France;Colombes;92025
201700039914;2017-06-07T22:50:00+02:00;Colombes;2017;06;07;22:50;Nuit avec éclairage public allumé;En agglomération;1;Normale;Autre collision;92;025;92025;10, PAUL BERT (RUE);4800000;0224736;92700;10;48.926475, 2.247341;;normale;;Bidirectionnelle;;99;0;0;;0;2;Route Départementale;;Partie rectiligne;Plat;;Sur chaussée;1945,1975;Masculin,Masculin;Se déplaçant,Se déplaçant;Indemne,Blessé;Ceinture,Ceinture;Oui,Oui;;A01,B01;1,1;Conducteur,Conducteur;;;Avant;Sans changement de direction;PK ou PR ou numéro d’adresse postale croissant,PK ou PR ou numéro d’adresse postale croissant;Véhicule,Véhicule;;VL seul,Bicyclette;;Métropole;;2017;Colombes;92;Hauts-de-Seine;200054781;Métropole du Grand Paris;11;Île-de-France;Colombes;92025
201700039916;2017-06-12T19:00:00+02:00;Colombes;2017;06;12;19:00;Plein jour;En agglomération;1;Normale;Autre collision;92;025;92025;3, UNION (RUE DE L');4891317;0224230;92700;3;48.913162, 2.242315;;normale;;A sens unique;;99;0;0;;0;1;Voie Communale;;Partie rectiligne;Plat;;Sur chaussée;1969,2013;Féminin,Féminin;Se déplaçant,Traversant;Indemne,Blessé;Ceinture;Oui;Sur passage piéton - Sans signalisation lumineuse;A01;1;Conducteur,Piéton;Accompagné;;Avant;Même sens;PK ou PR ou numéro d’adresse postale croissant;Piéton;;VL seul;;Métropole;;2017;Colombes;92;Hauts-de-Seine;200054781;Métropole du Grand Paris;11;Île-de-France;Colombes;92025
201700039935;2017-08-15T17:20:00+02:00;Colombes;2017;08;15;17:20;Plein jour;En agglomération;1;Normale;Autre collision;92;025;92025;387, GABRIEL PERI (RUE);4891632;0223410;92700;387;48.916327, 2.234097;;;;Bidirectionnelle;;00;0;0;;0;0;Voie Communale;;;;;Sur chaussée;1997;Masculin;Se déplaçant;Blessé;Autre;Non déterminable;;A01,B01;1;Conducteur;;Promenade – loisirs;Côté droit,Côté gauche;Dépassant A gauche,Dépassant A gauche;PK ou PR ou numéro d’adresse postale croissant,PK ou PR ou numéro d’adresse postale croissant;Véhicule,Véhicule;Véhicule en stationnement;Autobus,Bicyclette;;Métropole;;2017;Colombes;92;Hauts-de-Seine;200054781;Métropole du Grand Paris;11;Île-de-France;Colombes;92025
201700039949;2017-09-18T21:00:00+02:00;Colombes;2017;09;18;21:00;Nuit avec éclairage public allumé;En agglomération;1;Normale;Autre collision;92;025;92025;1, BOURNARD (RUE DU);4892322;0225260;92700;1;48.923328, 2.252967;;mouillée;;Bidirectionnelle;;99;0;0;;0;4;Route Départementale;;Partie rectiligne;Plat;;Sur chaussée;1984,1989;Masculin,Féminin;Traversant,Se déplaçant;Blessé,Indemne;Ceinture;Oui;Sur chaussée - A – 50 m du passage piéton;A01;1;Piéton,Conducteur;Seul;Promenade – loisirs;Avant;Sans changement de direction;PK ou PR ou numéro d’adresse postale décroissant;Piéton;;VL seul;;Métropole;;2017;Colombes;92;Hauts-de-Seine;200054781;Métropole du Grand Paris;11;Île-de-France;Colombes;92025
201700039958;2017-10-05T08:18:00+02:00;Colombes;2017;10;05;08:18;Plein jour;En agglomération;2;Normale;Deux véhicules – par le coté;92;025;92025;64, CHARLES DE GAULLE (B;4891067;0223453;92700;64;48.9107, 2.234518;;normale;;A chaussées séparées;;99;0;0;;0;2;Route Départementale;;Partie rectiligne;Plat;;Sur chaussée;1959,1990;Masculin,Masculin;Se déplaçant,Se déplaçant;Blessé,Indemne;Ceinture,Ceinture;Oui,Oui;;A01,B01;1,1;Conducteur,Conducteur;;;Avant,Avant;En faisant demi-tour sur la chaussée,Sans changement de direction;PK ou PR ou numéro d’adresse postale décroissant,PK ou PR ou numéro d’adresse postale croissant;Véhicule,Véhicule;;VL seul,VL seul;;Métropole;;2017;Colombes;92;Hauts-de-Seine;200054781;Métropole du Grand Paris;11;Île-de-France;Colombes;92025
201700039964;2017-10-14T06:15:00+02:00;Colombes;2017;10;14;06:15;Nuit sans éclairage public;En agglomération;1;Normale;Autre collision;92;025;92025;, PRESIDENT SALVADOR ALL;4891840;0222380;92700;;48.922206, 2.236447;;normale;;Bidirectionnelle;;99;0;0;;0;0;Voie Communale;;Partie rectiligne;Plat;;Sur chaussée;1984,1995;Masculin,Masculin;Se déplaçant,Se déplaçant;Blessé,Indemne;Ceinture,Ceinture;Oui,Oui;;A01,B01;1,1;Conducteur,Conducteur;;;Avant,Avant;Tournant A gauche,Sans changement de direction;PK ou PR ou numéro d’adresse postale croissant,PK ou PR ou numéro d’adresse postale croissant;Véhicule,Véhicule;;VL seul,VL seul;;Métropole;;2017;Colombes;92;Hauts-de-Seine;200054781;Métropole du Grand Paris;11;Île-de-France;Colombes;92025
201700040048;2017-11-16T10:20:00+01:00;Courbevoie;2017;11;16;10:20;Plein jour;En agglomération;1;Normale;Deux véhicules – par le coté;92;026;92026;20, LEONARD DE VINCI;4889669;0223723;92400;20;48.896691, 2.237213;;normale;;Bidirectionnelle;;00;0;0;;0;1;Voie Communale;;Partie rectiligne;Plat;;Sur chaussée;1981,1983;Masculin,Masculin;Se déplaçant,Se déplaçant;Blessé,Blessé;Autre,Autre;Non déterminable,Non déterminable;;A01,B01;1,1;Conducteur,Conducteur;;Domicile – travail,Domicile – travail;Avant,Avant gauche;Sans changement de direction,Ouverture de porte;PK ou PR ou numéro d’adresse postale croissant,PK ou PR ou numéro d’adresse postale croissant;Véhicule,Autre;Véhicule en stationnement;Bicyclette,VL seul;;Métropole;;2017;Courbevoie;92;Hauts-de-Seine;200054781;Métropole du Grand Paris;11;Île-de-France;Courbevoie;92026
201700040069;2017-02-08T18:15:00+01:00;Courbevoie;2017;02;08;18:15;Nuit avec éclairage public allumé;En agglomération;2;Normale;Autre collision;92;026;92026;1, ARISTIDE BRIAND;;;92400;1;48.899272, 2.257475;;normale;;Bidirectionnelle;;03;0;0;;0;1;Voie Communale;;Partie rectiligne;Plat;;Sur chaussée;1989,1981;Masculin,Féminin;Se déplaçant,Traversant;Indemne,Blessé;Ceinture,Autre;Oui,Non déterminable;Sur passage piéton - Avec signalisation lumineuse;A01;1;Conducteur,Piéton;Seul;;Avant;Tournant A gauche;PK ou PR ou numéro d’adresse postale décroissant;Piéton;;VU seul 1;;;;2017;Courbevoie;92;Hauts-de-Seine;200054781;Métropole du Grand Paris;11;Île-de-France;Courbevoie;92026
201700040100;2017-06-02T14:45:00+02:00;Puteaux;2017;06;02;14:45;Plein jour;En agglomération;1;Normale;Deux véhicules - frontale;92;062;92062;BOULEVARD CIRCULAIRE;;;92800;;48.880575, 2.238187;1;normale;;A sens unique;;99;0;20;;20;0;Voie Communale;200;En courbe à gauche;Plat;;Sur chaussée;1980,2000;Féminin,Masculin;Se déplaçant,Se déplaçant;Indemne,Blessé;Ceinture,Casque;Non,Oui;;A01,B01;1,1;Conducteur,Conducteur;;Domicile – travail,Autre;Avant,Avant;Dans le couloir bus,Sans changement de direction;PK ou PR ou numéro d’adresse postale croissant,PK ou PR ou numéro d’adresse postale croissant;Véhicule,Véhicule;;Motocyclette > 50 cm3 et <= 125 cm3,VL seul;;Métropole;;2017;Puteaux;92;Hauts-de-Seine;200054781;Métropole du Grand Paris;11;Île-de-France;Puteaux;92062
201700040103;2017-09-22T06:58:00+02:00;Puteaux;2017;09;22;06:58;Nuit avec éclairage public allumé;En agglomération;1;Normale;Sans collision;92;062;92062;SCULPTEURS (VOIE DES);4889000;0224000;92800;;48.8893, 2.244479;1;normale;;A sens unique;;99;0;40;;0;2;Parc de stationnement ouvert à la circulation publique;0;Partie rectiligne;Plat;Souterrain - tunnel;Sur chaussée;1963;Masculin;Se déplaçant;Blessé;Casque;Oui;;A01;1;Conducteur;;Domicile – travail;;Sans changement de direction;PK ou PR ou numéro d’adresse postale croissant;;Autre obstacle fixe sur chaussée;Motocyclette > 125 cm3;;Métropole;2017-03-01;2017;Puteaux;92;Hauts-de-Seine;200054781;Métropole du Grand Paris;11;Île-de-France;Puteaux;92062
201700040106;2017-09-28T09:40:00+02:00;Courbevoie;2017;09;28;09:40;Plein jour;En agglomération;1;Normale;Trois véhicules et plus - collisions multiples;92;026;92026;BOULEVARD CIRCULAIRE;4889102;0224709;92400;;48.889424, 2.250109;0;mouillée;;A sens unique;;99;0;140;;0;4;autre;500;En courbe à droite;Pente;;Sur chaussée;1973,1976,1980;Masculin,Féminin,Masculin;Se déplaçant,Se déplaçant,Se déplaçant;Blessé,Indemne,Indemne;Casque,Ceinture,Casque;Oui,Oui,Oui;;C01,B01,A01;1,1,1;Conducteur,Conducteur,Conducteur;;Domicile – travail,Domicile – travail,Domicile – travail;Arrière,Arrière,Avant;Sans changement de direction,Arrêté (hors stationnement),Changeant de file A droite;PK ou PR ou numéro d’adresse postale croissant,PK ou PR ou numéro d’adresse postale croissant,PK ou PR ou numéro d’adresse postale croissant;Véhicule,Véhicule,Véhicule;;Motocyclette > 50 cm3 et <= 125 cm3,VL seul,Scooter > 125 cm3;;Métropole;;2017;Courbevoie;92;Hauts-de-Seine;200054781;Métropole du Grand Paris;11;Île-de-France;Courbevoie;92026
201700040130;2017-11-02T07:40:00+01:00;La Garenne-colombes;2017;11;02;07:40;Crépuscule ou aube;En agglomération;5;Normale;Deux véhicules – par le coté;92;035;92035;41, Général de Gaulle  (;4891109;0225470;92250;41;48.910971, 2.254787;;normale;;Bidirectionnelle;;99;0;0;;0;2;Voie Communale;;Partie rectiligne;Plat;;;1986,1989;Masculin,Masculin;Se déplaçant,Se déplaçant;Blessé,Indemne;Casque,Ceinture;Oui,Oui;;B01,A01;1,1;Conducteur,Conducteur;;Domicile – travail,Utilisation professionnelle;Côté droit,Avant gauche;Dépassant A gauche,Tournant A gauche;PK ou PR ou numéro d’adresse postale croissant,PK ou PR ou numéro d’adresse postale croissant;Véhicule,Véhicule;;Scooter < 50 cm3,VL seul;;Métropole;;2017;La Garenne-Colombes;92;Hauts-de-Seine;200054781;Métropole du Grand Paris;11;Île-de-France;La Garenne-Colombes;92035
201700040143;2017-02-01T09:53:00+01:00;La Garenne-colombes;2017;02;01;09:53;Plein jour;En agglomération;1;Normale;Autre collision;92;035;92035;91, National ( boulevard;;;92250;91;48.908426, 2.237246;;normale;;Bidirectionnelle;Piste cyclable;03;;0;;0;2;Route Nationale;;Partie rectiligne;Plat;;Sur piste cyclable;1975,1956;Masculin,Masculin;Se déplaçant,Traversant;Indemne,Blessé;Casque,Autre;Oui,Non déterminable;Sur trottoir;A01;1;Conducteur,Piéton;Seul;Domicile – travail,Domicile – travail;Avant;Sans changement de direction;PK ou PR ou numéro d’adresse postale décroissant;Piéton;;Bicyclette;;;;2017;La Garenne-Colombes;92;Hauts-de-Seine;200054781;Métropole du Grand Paris;11;Île-de-France;La Garenne-Colombes;92035
201700040213;2017-07-07T19:40:00+02:00;Gennevilliers;2017;07;07;19:40;Plein jour;En agglomération;1;Normale;Trois véhicules et plus – en chaîne;92;036;92036;16, MARCEL PAUL (AVENUE);4893363;0230414;92230;16;48.944023, 2.303418;;normale;;A chaussées séparées;;99;0;250;;20;6;Route Départementale;;Partie rectiligne;Plat;;Sur chaussée;1986,1990,1984,1994;Féminin,Masculin,Masculin,Féminin;Se déplaçant,Se déplaçant,Se déplaçant,Se déplaçant;Blessé,Indemne,Indemne,Indemne;Ceinture,Ceinture,Ceinture,Ceinture;Oui,Oui,Oui,Oui;;B01,C01,A01;2,1,1,1;Passager,Conducteur,Conducteur,Conducteur;;Utilisation professionnelle,Utilisation professionnelle,Utilisation professionnelle,Utilisation professionnelle;Arrière,Arrière gauche,Avant;Arrêté (hors stationnement),Arrêté (hors stationnement),Même sens;PK ou PR ou numéro d’adresse postale croissant,PK ou PR ou numéro d’adresse postale croissant,PK ou PR ou numéro d’adresse postale croissant;Piéton,Véhicule,Véhicule;;VL seul,VL seul,VU seul 1;;Métropole;;2017;Gennevilliers;92;Hauts-de-Seine;200054781;Métropole du Grand Paris;11;Île-de-France;Gennevilliers;92036
201700040228;2017-09-26T16:00:00+02:00;Gennevilliers;2017;09;26;16:00;Plein jour;En agglomération;1;Normale;Autre collision;92;036;92036;0, PIERRE DE COUBERTIN P;4800000;0220000;92230;0;;;normale;;A chaussées séparées;;99;0;190;;20;6;Route Départementale;;Partie rectiligne;Plat;;Sur chaussée;1982,1995;Masculin,Féminin;Se déplaçant,Se déplaçant;Indemne,Blessé;Ceinture,Ceinture;Oui,Oui;;A01,B01;1,1;Conducteur,Conducteur;;Autre,Utilisation professionnelle;Avant gauche,Avant droit;Sans changement de direction,Tournant A gauche;PK ou PR ou numéro d’adresse postale croissant,PK ou PR ou numéro d’adresse postale croissant;Véhicule,Véhicule;;VL seul,VL seul;;Métropole;;2017;Gennevilliers;92;Hauts-de-Seine;200054781;Métropole du Grand Paris;11;Île-de-France;Gennevilliers;92036
201700040261;2017-11-08T07:45:00+01:00;Issy-les-moulineaux;2017;11;08;07:45;Crépuscule ou aube;En agglomération;1;Normale;Trois véhicules et plus - collisions multiples;92;040;92040;RODIN (BOULEVARD);;;92130;;48.819051, 2.258627;;;;Bidirectionnelle;;00;0;0;;0;2;Voie Communale;;;;;Sur chaussée;1991,1958,1992;Masculin,Féminin,Masculin;Se déplaçant,Se déplaçant,Se déplaçant;Indemne,Indemne,Blessé;Ceinture,Ceinture,Casque;Non déterminable,Non déterminable,Non;;C01,B01,A01;1,1,1;Conducteur,Conducteur,Conducteur;;Domicile – travail,Domicile – travail,Domicile – travail;Côté gauche,Côté gauche,Arrière;Sans changement de direction,Sans changement de direction,Sans changement de direction;PK ou PR ou numéro d’adresse postale croissant,PK ou PR ou numéro d’adresse postale croissant,PK ou PR ou numéro d’adresse postale croissant;Véhicule,Véhicule,Véhicule;;VL seul,Cyclomoteur <50cm3,Motocyclette > 125 cm3;;Métropole;;2017;Issy-les-Moulineaux;92;Hauts-de-Seine;200054781;Métropole du Grand Paris;11;Île-de-France;Issy-les-Moulineaux;92040
201700040315;2017-03-30T21:55:00+02:00;Issy-les-moulineaux;2017;03;30;21:55;Nuit avec éclairage public allumé;En agglomération;1;Normale;Deux véhicules – par le coté;92;040;92040;37, RODIN (BOULEVARD);;;92130;37;48.81983, 2.260724;;normale;;Bidirectionnelle;;00;0;0;;0;2;Voie Communale;;Partie rectiligne;Plat;;Sur chaussée;1975,1983;Masculin,Masculin;Se déplaçant,Se déplaçant;Indemne,Blessé;Ceinture,Casque;Oui,Oui;;A01,B01;1,1;Conducteur,Conducteur;;;;A contresens;;Véhicule,Véhicule;;VL seul,Motocyclette > 50 cm3 et <= 125 cm3;;;;2017;Issy-les-Moulineaux;92;Hauts-de-Seine;200054781;Métropole du Grand Paris;11;Île-de-France;Issy-les-Moulineaux;92040
201700040318;2017-04-10T23:45:00+02:00;Issy-les-moulineaux;2017;04;10;23:45;Nuit avec éclairage public allumé;En agglomération;1;Normale;Autre collision;92;040;92040;25, PAIX (AVENUE DE LA);;;92130;25;48.81946, 2.268791;;normale;;Bidirectionnelle;;99;0;41;;12;2;Route Départementale;;Partie rectiligne;Plat;;Sur chaussée;1986;Masculin;Se déplaçant;Blessé;Casque;Oui;;A01;1;Conducteur;;;Avant;Sans changement de direction;PK ou PR ou numéro d’adresse postale croissant;Véhicule;Arbre;Scooter > 50 cm3 et <= 125 cm3;;;;2017;Issy-les-Moulineaux;92;Hauts-de-Seine;200054781;Métropole du Grand Paris;11;Île-de-France;Issy-les-Moulineaux;92040
201700040323;2017-05-12T18:15:00+02:00;Issy-les-moulineaux;2017;05;12;18:15;Plein jour;En agglomération;1;Normale;Deux véhicules – par le coté;92;040;92040;ARISTIDE BRIAND;;;92130;;48.821436, 2.256321;;normale;;A sens unique;;00;0;0;;0;2;Route Départementale;;Partie rectiligne;Plat;;Sur chaussée;1968,1966;Masculin,Masculin;Se déplaçant,Se déplaçant;Indemne,Blessé;Ceinture,Ceinture;Oui,Oui;;B01,A01;1,1;Conducteur,Conducteur;;Domicile – travail,Domicile – travail;Avant droit,Avant gauche;;;Véhicule,Véhicule;;VL seul,Motocyclette > 125 cm3;;;;2017;Issy-les-Moulineaux;92;Hauts-de-Seine;200054781;Métropole du Grand Paris;11;Île-de-France;Issy-les-Moulineaux;92040
201700040363;2017-11-13T10:35:00+01:00;Levallois-perret;2017;11;13;10:35;Plein jour;En agglomération;1;Temps éblouissant;Autre collision;92;044;92044;13, VOLTAIRE(RUE)1A51 ET;4889276;0228547;92300;13;48.890911, 2.281276;;normale;;A sens unique;;00;0;0;;0;2;Voie Communale;;Partie rectiligne;Plat;;Sur chaussée;1991,1981;Féminin,Masculin;Traversant,Se déplaçant;Blessé,Indemne;Ceinture;Oui;Sur passage piéton - Avec signalisation lumineuse;A01;1;Piéton,Conducteur;Seul;Domicile – travail,Autre;Avant;Tournant A gauche;PK ou PR ou numéro d’adresse postale croissant;Piéton;;VL seul;;Métropole;;2017;Levallois-Perret;92;Hauts-de-Seine;200054781;Métropole du Grand Paris;11;Île-de-France;Levallois-Perret;92044
201700040369;2017-10-03T14:00:00+02:00;Levallois-perret;2017;10;03;14:00;Plein jour;En agglomération;1;Normale;Autre collision;92;044;92044;40, PDT WILSON(RUE)23A49;4889276;0228547;92300;40;48.89148, 2.290976;;normale;;A sens unique;;99;0;0;;0;1;Voie Communale;;Partie rectiligne;Plat;;Sur chaussée;1998,1989;Masculin,Féminin;Se déplaçant,Traversant;Indemne,Blessé;Casque;Oui;Sur chaussée - A – 50 m du passage piéton;A01;1;Conducteur,Piéton;Seul;Promenade – loisirs,Promenade – loisirs;Avant;Sans changement de direction;PK ou PR ou numéro d’adresse postale croissant;Piéton;;Scooter < 50 cm3;;Métropole;;2017;Levallois-Perret;92;Hauts-de-Seine;200054781;Métropole du Grand Paris;11;Île-de-France;Levallois-Perret;92044
201700040425;2017-09-18T15:55:00+02:00;Meudon;2017;09;18;15:55;Plein jour;En agglomération;3;Pluie forte;Autre collision;92;048;92048;26, BANES (RUE) N° 2 A 1;4880760;0224190;92190;26;48.807643, 2.242024;;;;;;00;0;0;;0;1;Voie Communale;;;;;;1969,1998;Féminin,Féminin;Se déplaçant,Traversant;Indemne,Blessé;Ceinture;Oui;Sur passage piéton - Sans signalisation lumineuse;A01;1;Conducteur,Piéton;Seul;Autre;Avant droit;Tournant A droite;PK ou PR ou numéro d’adresse postale croissant;Piéton;;VL seul;;Métropole;;2017;Meudon;92;Hauts-de-Seine;200054781;Métropole du Grand Paris;11;Île-de-France;Meudon;92048
201700040461;2017-05-11T12:00:00+02:00;Meudon;2017;05;11;12:00;Plein jour;En agglomération;1;Normale;Trois véhicules et plus – en chaîne;92;048;92048;19-21, GARDES (ROUTE DES;;;92190;19;48.818628, 2.238892;;normale;;Bidirectionnelle;;99;0;60;;0;3;Route Départementale;;Partie rectiligne;Pente;;Sur chaussée;1976,1982,1970,1934;Masculin,Masculin,Féminin,Masculin;Se déplaçant,Se déplaçant,Se déplaçant,Se déplaçant;Blessé,Indemne,Indemne,Indemne;Ceinture,Ceinture,Ceinture,Ceinture;Oui,Oui,Oui,Oui;;C01,B01,D01,A01;1,1,1,1;Conducteur,Conducteur,Conducteur,Conducteur;;Domicile – travail,Domicile – travail,Domicile – travail,Domicile – travail;Arrière,Arrière,Arrière,Avant;Arrêté (hors stationnement),Arrêté (hors stationnement),Arrêté (hors stationnement),Sans changement de direction;PK ou PR ou numéro d’adresse postale décroissant,PK ou PR ou numéro d’adresse postale décroissant,PK ou PR ou numéro d’adresse postale décroissant,PK ou PR ou numéro d’adresse postale décroissant;Véhicule,Véhicule,Véhicule,Véhicule;;VL seul,VL seul,VL seul,VL seul;;;;2017;Meudon;92;Hauts-de-Seine;200054781;Métropole du Grand Paris;11;Île-de-France;Meudon;92048
201700040471;2017-01-13T19:00:00+01:00;Chatillon;2017;01;13;19:00;Nuit avec éclairage public allumé;En agglomération;1;Normale;Deux véhicules – par le coté;92;020;92020;105, VERDUN AVENUE DE AU;;;92320;105;48.799331, 2.281359;;normale;;Bidirectionnelle;;99;0;0;;0;2;Route Départementale;;Partie rectiligne;;;Sur chaussée;1966,1943;Masculin,Féminin;Se déplaçant,Se déplaçant;Blessé,Indemne;Casque,Ceinture;Oui,Oui;;B01,A01;1,1;Conducteur,Conducteur;;Courses – achats;Côté gauche,Côté droit;Sans changement de direction,Dépassant A gauche;;Véhicule,Véhicule;;VL seul,Scooter > 50 cm3 et <= 125 cm3;;;;2017;Châtillon;92;Hauts-de-Seine;200054781;Métropole du Grand Paris;11;Île-de-France;Châtillon;92020
201700040520;2017-05-05T19:45:00+02:00;Chatillon;2017;05;05;19:45;Plein jour;En agglomération;1;Normale;Autre collision;92;020;92020;01, VAUBAN ALLEE;;;92320;01;48.80724, 2.295707;;normale;;A sens unique;;00;0;0;;0;1;autre;;En courbe à gauche;Plat;;Sur chaussée;1982;Masculin;Se déplaçant;Blessé;Ceinture;Oui;;A01;1;Conducteur;;Promenade – loisirs;Avant;Sans changement de direction;;;Autre obstacle fixe sur chaussée;VL seul;;;;2017;Châtillon;92;Hauts-de-Seine;200054781;Métropole du Grand Paris;11;Île-de-France;Châtillon;92020
201700040554;2017-08-05T18:40:00+02:00;Montrouge;2017;08;05;18:40;Plein jour;En agglomération;2;Normale;Deux véhicules – par le coté;92;049;92049;GINOUX AV. HENRI N°1 A 9;4881448;0232049;92120;1;48.814645, 2.320515;0;normale;;A sens unique;Banque cyclable;99;0;0;;0;1;Route Départementale;1;Partie rectiligne;Plat;;Sur chaussée;2008,1989,1981;Masculin,Masculin,Masculin;Se déplaçant,Se déplaçant,Se déplaçant;Blessé,Blessé,Indemne;Casque,Casque,Ceinture;Oui,Oui,Oui;;A01,B01;2,2,1;Passager,Conducteur,Conducteur;;Promenade – loisirs,Promenade – loisirs,Promenade – loisirs;Avant,Côté droit;Même sens,Même sens;PK ou PR ou numéro d’adresse postale croissant,PK ou PR ou numéro d’adresse postale croissant;Véhicule,Véhicule;;Scooter < 50 cm3,VL seul;;Métropole;;2017;Montrouge;92;Hauts-de-Seine;200054781;Métropole du Grand Paris;11;Île-de-France;Montrouge;92049
201700040601;2017-12-01T09:20:00+01:00;Chatillon;2017;12;01;09:20;Plein jour;En agglomération;1;Normale;Sans collision;92;020;92020;6, BAGNEUX RUE DE;4879962;0229042;92320;6;48.799604, 2.290406;;corps gras - huile;;Bidirectionnelle;;00;0;0;;0;2;Voie Communale;;Partie rectiligne;Plat;;Sur chaussée;1993;Féminin;Se déplaçant;Blessé;Casque;Oui;;A01;1;Conducteur;;;Côté gauche;Sans changement de direction;PK ou PR ou numéro d’adresse postale décroissant;;;Scooter < 50 cm3;;Métropole;2017-01-01;2017;Châtillon;92;Hauts-de-Seine;200054781;Métropole du Grand Paris;11;Île-de-France;Châtillon;92020
201700040604;2017-12-15T08:45:00+01:00;Chatillon;2017;12;15;08:45;Plein jour;En agglomération;1;Normale;Deux véhicules – par le coté;92;020;92020;22, VERDUN AVENUE DE N°2;4880312;0228707;92320;22;48.803123, 2.287074;;mouillée;;Bidirectionnelle;;00;0;65;;0;2;Route Départementale;;Partie rectiligne;Pente;;Sur chaussée;1981,1980;Féminin,Masculin;Se déplaçant,Se déplaçant;Indemne,Blessé;Ceinture,Casque;Oui,Oui;;B01,A01;1,1;Conducteur,Conducteur;;Domicile – travail,Domicile – travail;Avant,Avant gauche;Dépassant A gauche,Tournant A gauche;PK ou PR ou numéro d’adresse postale croissant,PK ou PR ou numéro d’adresse postale croissant;Véhicule,Véhicule;;Scooter > 125 cm3,VL seul;;Métropole;;2017;Châtillon;92;Hauts-de-Seine;200054781;Métropole du Grand Paris;11;Île-de-France;Châtillon;92020
201700040608;2017-12-20T17:02:00+01:00;Montrouge;2017;12;20;17:02;Nuit avec éclairage public allumé;En agglomération;2;Normale;Deux véhicules – par le coté;92;049;92049;BROSSOLETTE AVENUE PIERR;4881758;0230787;92120;;48.816821, 2.306865;0;mouillée;;Bidirectionnelle;Voie réservée;99;0;76;;0;6;Route Départementale;1;Partie rectiligne;Plat;;Sur chaussée;1967,1972,1982;Masculin,Masculin,Féminin;Se déplaçant,Se déplaçant,Se déplaçant;Indemne,Blessé,Indemne;Ceinture,Casque,Casque;Oui,Oui,Oui;;A01,B01;1,1,2;Conducteur,Conducteur,Passager;;Autre,Promenade – loisirs,Promenade – loisirs;Avant droit,Avant;Traversant la chaussée,Sans changement de direction;PK ou PR ou numéro d’adresse postale croissant,PK ou PR ou numéro d’adresse postale décroissant;Véhicule,Véhicule;;VL seul,Motocyclette > 50 cm3 et <= 125 cm3;;Métropole;;2017;Montrouge;92;Hauts-de-Seine;200054781;Métropole du Grand Paris;11;Île-de-France;Montrouge;92049
201700040619;2017-01-15T21:25:00+01:00;Nanterre;2017;01;15;21:25;Nuit avec éclairage public allumé;En agglomération;1;Pluie légère;Deux véhicules – par l’arrière;92;050;92050;néant, COMMUNE DE PARIS;;;92000;;48.903467, 2.20379;;mouillée;;A sens unique;;00;0;40;;0;2;autre;;Partie rectiligne;Plat;;Sur chaussée;1987,1958,1977;Féminin,Féminin,Masculin;Se déplaçant,Se déplaçant,Se déplaçant;Blessé,Indemne,Blessé;Ceinture,Ceinture,Ceinture;Oui,Oui,Oui;;B01,A01;1,2,1;Conducteur,Passager,Conducteur;;;Avant gauche,Avant;;;Véhicule;;VL seul,VL seul;;;;2017;Nanterre;92;Hauts-de-Seine;200054781;Métropole du Grand Paris;11;Île-de-France;Nanterre;92050
201700040686;2017-07-07T15:25:00+02:00;Nanterre;2017;07;07;15:25;Plein jour;En agglomération;2;Normale;Autre collision;92;050;92050;FRACHON BENOIT AVENUE;4889594;0219459;92000;;48.896386, 2.194995;;normale;;A sens unique;;00;;0;;0;2;Route Nationale;;Partie rectiligne;Plat;Carrefour aménagé;Sur chaussée;1969,1987;Masculin,Féminin;Se déplaçant,Traversant;Indemne,Blessé;Ceinture;Non;Sur passage piéton - Avec signalisation lumineuse;A01;1;Conducteur,Piéton;Seul;Promenade – loisirs,Promenade – loisirs;Avant droit;Même sens;PK ou PR ou numéro d’adresse postale croissant;Piéton;;VL seul;;Métropole;;2017;Nanterre;92;Hauts-de-Seine;200054781;Métropole du Grand Paris;11;Île-de-France;Nanterre;92050
